,case_id,t_state,p_name,p_year,p_tnum,p_cap,xlong,ylat
50082,3072067,IA,New London,2011.0,1,1.5,-91.395172,40.954772999999996
50089,3072076,IL,Geneseo Wind Farm,2009.0,2,3.0,-90.15276300000001,41.426113
50198,3072368,HI,Lalamilo Wells Repowering,2017.0,5,3.3,-155.765228,19.986007999999998
50233,3072509,OR,Doerfler Farms,2011.0,1,0.25,-122.80686999999999,44.867569
50234,3072510,MT,Martinsdale Colony South,2007.0,8,2.0,-110.27179699999999,46.495686
50237,3072513,MT,Martinsdale Wind Farm,2005.0,11,0.715,-110.27179699999999,46.498965999999996
50265,3072551,WY,Medicine Bow,1999.0,5,3.55,-106.243797,41.836849
50268,3072556,NY,Half Hollow Nursery,2010.0,1,0.1,-72.570854,40.969059
50283,3072575,MN,Olsen Farms,2001.0,2,1.5,-96.340096,43.894535
50299,3072604,OH,Hasslebach Meats,2010.0,1,0.1,-82.572746,41.389515
50300,3072605,OH,Margaretta Elementary School,2010.0,1,0.1,-82.787132,41.396343
50301,3072606,OH,Huron Schools,2010.0,1,0.1,-82.58557900000001,41.40416
50302,3072607,OH,Bellevue High School,2010.0,1,0.1,-82.84603100000001,41.282416999999995
50303,3072608,IL,MUTI,2010.0,1,0.1,-88.29142,40.1502
50304,3072609,IL,Arends Brothers,2009.0,1,0.1,-88.02977,39.531310999999995
50370,3072717,PR,Punta Lima,2012.0,13,23.4,-65.69686899999999,18.196068
50377,3072724,PR,Ft Buchanan Energy Savings Performance Con,2013.0,3,0.825,-66.11595200000001,18.407097
50423,3072773,IN,Randolph Eastern School Corporation,2010.0,1,1.0,-84.82208299999999,40.210266
50426,3072781,OH,Byers Auto,2010.0,1,0.1,-83.082306,40.110752000000005
50454,3072859,CA,McEvoy Ranch,2009.0,1,0.225,-122.679672,38.15757
50458,3072863,CA,Tehachapi Hills (85A),1985.0,157,14.13,-118.33753999999999,35.100857
50935,3073447,CA,Windridge Wind Farm,1984.0,41,4.1,-118.395665,35.093971999999994
50976,3073488,CT,Phoenix Press,2010.0,1,0.1,-72.90193199999999,41.301204999999996
50977,3073495,IA,Burco Farm & Feed,2010.0,1,0.1,-91.887505,42.563808
50979,3073502,OR,Lime Wind,2011.0,6,3.0,-117.272232,44.397372999999995
51118,3073704,MT,Two Dot wind farm,2005.0,7,0.455,-110.093216,46.444416
51134,3073750,NY,New York State Thruway Authority,2015.0,4,1.1,-79.309692,42.460438
51180,3073971,UT,Camp Williams,2000.0,1,0.225,-111.92005900000001,40.439678
51238,3074119,WI,Wausau High School,2009.0,1,0.1,-89.596634,44.979424
51242,3074133,CA,San Clemente Island,1998.0,3,0.675,-118.55278,32.987331
51333,3074349,IL,Big Windy,2009.0,1,0.10800000000000001,-87.865189,41.955463
51351,3074414,IL,Richland Community College,2009.0,1,0.1,-88.895363,39.88662
51354,3074425,IN,North Newton School Corporation,2012.0,1,0.9,-87.42627,41.032585
51441,3074520,IA,Waverly III (Skeets 4),2001.0,1,0.9,-92.43875899999999,42.762283000000004
51505,3074606,MN,Hilltop Power,2009.0,1,2.0,-96.193085,43.9128
51508,3074626,OH,NEXGEN,2010.0,1,0.1,-82.64321899999999,40.763767
51534,3074664,PA,Mill Run Wind,2001.0,10,15.0,-79.385574,39.929733
51544,3075129,CO,Twin Buttes II,2017.0,30,63.0,-102.57038100000001,37.770271
51591,3075273,IA,Century,2005.0,100,150.0,-93.65812700000001,42.587016999999996
51619,3075339,ME,Canton Mountain,2017.0,8,22.8,-70.300888,44.520934999999994
51620,3075341,MA,Otis Wind Energy Project,2017.0,1,1.5,-73.025764,42.225765
51622,3075344,MI,Apple Blossom,2017.0,29,100.05,-83.29293100000001,43.835297
51623,3075352,MN,Eolos,2011.0,1,2.5,-93.048073,44.728297999999995
51624,3075362,MN,Red Pine,2017.0,50,100.0,-96.13619200000001,44.435398
51626,3075366,MT,Big Timber,2018.0,14,25.0,-109.64971200000001,45.85334
51649,3075455,NY,Arkwright Summit,2018.0,32,70.4,-79.217438,42.390696999999996
51685,3075491,NY,Copenhagen,2018.0,40,80.0,-75.59058399999999,43.870121000000005
51695,3075510,OK,Thunder Ranch,2017.0,109,272.5,-97.096985,36.566204
51777,3075669,TX,Bruenning's Breeze,2017.0,76,228.0,-97.63327,26.512567999999998
